Customer_ID,Customer_Surname,Bank_Join_Date,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
15721303,O'Meara,19-08-2017,640,Spain,Male,34,6,137523.02,1,non credit card holder,Inactive Member,24761.36,Retain
15754574,Tomlinson,11-08-2017,738,Spain,Male,36,6,0.0,2,credit card holder,Active Member,96881.32,Retain
15571244,Tung,09-06-2016,809,Spain,Female,33,7,0.0,2,non credit card holder,Active Member,141426.78,Retain
15766908,Trevisani,02-04-2019,488,Germany,Male,32,4,114540.38,1,credit card holder,Inactive Member,92568.07,Retain
15801293,Ni,25-06-2016,850,Germany,Male,27,7,101278.25,2,credit card holder,Active Member,26265.18,Retain
15608595,Lo Duca,09-06-2019,748,France,Female,39,4,157371.54,1,non credit card holder,Active Member,97734.3,Retain
15759913,Trentini,27-05-2018,553,Germany,Male,43,5,85200.82,2,credit card holder,Active Member,160574.09,Retain
15575486,Okoli,27-01-2016,529,France,Female,27,7,0.0,2,credit card holder,Active Member,37769.98,Retain
15780498,Maynard,06-02-2019,634,France,Male,34,4,145030.92,1,credit card holder,Active Member,41820.65,Retain
15674398,Russo,31-10-2017,642,France,Male,38,5,0.0,2,non credit card holder,Inactive Member,171463.83,Retain
15787619,Hsieh,14-11-2017,844,France,Male,18,5,160980.03,1,non credit card holder,Inactive Member,145936.28,Retain
15761670,Morley,23-05-2018,695,France,Female,50,5,0.0,1,credit card holder,Inactive Member,126381.6,Exit
15763431,Echezonachukwu,26-10-2019,698,France,Male,36,3,82275.35,2,credit card holder,Active Member,93249.26,Retain
15617136,Mazzanti,17-04-2017,451,Germany,Female,38,6,61482.47,1,credit card holder,Active Member,167538.66,Retain
15786389,Chuang,30-11-2016,635,Spain,Female,41,6,0.0,2,credit card holder,Active Member,61994.2,Retain
15611905,Warlow-Davies,11-11-2019,513,Spain,Female,31,3,174853.46,1,credit card holder,Inactive Member,84238.63,Retain
15690540,Gearheart,08-05-2016,684,Spain,Female,41,7,134177.06,1,non credit card holder,Inactive Member,177506.66,Retain
15701280,Romano,12-05-2019,576,France,Male,24,4,0.0,1,non credit card holder,Active Member,78498.04,Exit
15667554,Cameron,14-12-2016,605,France,Male,35,6,0.0,2,credit card holder,Active Member,45206.57,Retain
15715532,Lai,04-07-2016,687,Germany,Male,38,7,117633.28,1,non credit card holder,Active Member,88396.6,Retain
15625716,Genovesi,21-07-2018,637,France,Female,33,5,113913.53,1,non credit card holder,Active Member,65316.5,Retain
15713578,Farrell,31-03-2016,483,France,Female,50,7,0.0,2,credit card holder,Active Member,111020.24,Retain
15616833,Wang,03-10-2016,678,Spain,Male,27,6,0.0,2,credit card holder,Active Member,13221.25,Retain
15636589,Murray,25-12-2018,794,France,Female,41,4,0.0,2,credit card holder,Active Member,74275.08,Retain
15576644,Lin,30-11-2019,687,Germany,Female,29,3,78939.15,1,credit card holder,Inactive Member,122134.56,Exit
15714939,Fallaci,24-07-2018,484,Germany,Female,34,5,148249.54,1,non credit card holder,Active Member,33738.27,Retain
15612455,Yao,04-12-2017,549,Germany,Male,45,5,124240.93,1,credit card holder,Active Member,146372.51,Retain
15790596,Moran,16-11-2018,850,Spain,Male,39,4,141829.67,1,credit card holder,Active Member,92748.16,Retain
15675501,Woods,11-12-2018,616,France,Male,59,4,153861.1,1,credit card holder,Active Member,17699.48,Retain
15718216,Fleetwood-Smith,18-09-2019,803,Spain,Male,43,4,0.0,1,credit card holder,Inactive Member,72051.44,Retain
15802486,Hayes,30-05-2019,488,France,Male,34,4,0.0,2,credit card holder,Active Member,125979.36,Retain
15687310,Humphries,02-02-2016,783,Spain,Male,39,7,0.0,2,credit card holder,Inactive Member,143752.77,Retain
15576263,Clements,05-02-2018,759,France,Female,22,5,0.0,1,credit card holder,Inactive Member,22303.17,Retain
15648766,Robertson,22-07-2016,569,Spain,Male,35,7,116969.35,1,non credit card holder,Inactive Member,94488.82,Retain
15703707,Atkins,30-12-2019,656,France,Male,44,3,143571.52,1,non credit card holder,Inactive Member,127444.14,Retain
15758449,Angelo,07-08-2016,769,France,Female,39,7,0.0,1,non credit card holder,Active Member,21016.0,Retain
15638463,Okwudilichukwu,15-11-2018,681,Germany,Female,48,4,139480.18,1,credit card holder,Active Member,163581.67,Retain
15756610,Carlson,17-07-2019,657,Germany,Female,38,4,123770.46,1,non credit card holder,Inactive Member,47019.66,Exit
15788442,Chukwukadibia,19-10-2018,681,Spain,Female,57,4,173306.13,1,non credit card holder,Active Member,131964.66,Retain
15711249,Chukwuemeka,21-03-2019,544,Spain,Male,22,4,0.0,2,credit card holder,Inactive Member,70007.67,Retain
15628583,Iweobiegbunam,27-07-2017,709,France,Female,30,6,0.0,2,non credit card holder,Active Member,161388.22,Retain
15778838,Warren,27-02-2016,783,France,Male,38,7,114135.17,1,credit card holder,Inactive Member,153269.98,Retain
15652180,Egobudike,21-06-2018,582,France,Male,30,5,0.0,2,credit card holder,Active Member,132029.95,Retain
15700223,Steiner,19-12-2018,806,France,Male,48,4,164701.68,1,credit card holder,Active Member,21439.49,Retain
15726747,Donaldson,18-01-2016,714,France,Male,63,7,138082.16,1,non credit card holder,Active Member,166677.54,Retain
15675337,Forbes,13-01-2018,395,Germany,Female,34,5,106011.59,1,credit card holder,Active Member,17376.57,Exit
15648489,Ting,08-10-2019,487,France,Male,53,3,199689.49,1,credit card holder,Active Member,24207.86,Exit
15812279,William,15-01-2019,634,France,Male,37,4,115345.86,2,non credit card holder,Inactive Member,168781.8,Retain
15744041,Yobanna,30-09-2018,780,France,Female,26,4,140356.7,1,credit card holder,Inactive Member,117144.15,Retain
15632125,Blake,07-05-2017,606,Germany,Male,45,6,63832.43,1,credit card holder,Active Member,93707.8,Retain
15800083,Macdonald,26-04-2018,559,France,Male,45,5,24043.45,1,non credit card holder,Active Member,169781.45,Exit
15778515,Wu,15-12-2017,748,France,Male,40,5,95297.11,1,non credit card holder,Inactive Member,171515.84,Retain
15727059,Lettiere,13-05-2018,476,France,Female,40,5,0.0,2,non credit card holder,Inactive Member,182547.04,Retain
15573971,Mills,08-05-2018,737,France,Male,44,5,0.0,2,non credit card holder,Inactive Member,57898.58,Retain
15745804,Law,25-09-2016,628,France,Male,25,6,0.0,2,credit card holder,Active Member,195977.75,Retain
15733904,McDonald,01-10-2019,529,France,Male,32,3,147493.89,1,credit card holder,Inactive Member,33656.35,Retain
15778752,Johnson,31-12-2018,708,France,Male,32,4,86614.06,2,credit card holder,Active Member,172129.26,Retain
15705860,McKenzie,08-11-2017,631,Germany,Male,40,5,107949.45,1,credit card holder,Inactive Member,52449.62,Exit
15587584,Nebeuwa,07-10-2016,503,Spain,Male,31,6,0.0,2,credit card holder,Active Member,21645.06,Retain
15637138,Murray,16-08-2018,660,France,Male,34,5,0.0,2,credit card holder,Inactive Member,9692.58,Retain
15594436,Mazzi,27-11-2016,588,Spain,Male,33,6,0.0,2,credit card holder,Active Member,12483.56,Retain
15799825,Bentley,31-12-2017,583,France,Female,44,5,0.0,2,credit card holder,Active Member,27431.62,Retain
15580134,Crawford,14-12-2019,479,Spain,Male,27,3,172463.45,1,credit card holder,Active Member,40315.27,Retain
15665283,Brookes,22-07-2016,610,France,Female,57,7,72092.95,4,non credit card holder,Active Member,113228.82,Exit
15791501,Carroll,11-02-2017,590,France,Male,43,6,0.0,2,credit card holder,Active Member,143628.31,Retain
15700174,McKay,02-06-2018,733,Spain,Female,30,5,83319.28,1,non credit card holder,Inactive Member,57769.2,Retain
15572657,H?,15-03-2018,472,France,Male,29,5,102490.27,1,non credit card holder,Active Member,181224.56,Retain
15593295,Greathouse,24-03-2019,548,France,Male,57,4,76165.65,1,credit card holder,Active Member,133537.53,Retain
15583595,Tao,26-05-2018,461,France,Female,28,5,0.0,1,credit card holder,Active Member,103349.74,Retain
15794297,McKay,21-11-2016,776,France,Male,36,6,0.0,2,credit card holder,Inactive Member,53477.76,Retain
15711889,Mao,25-07-2016,668,France,Male,42,7,150461.07,1,credit card holder,Inactive Member,108139.23,Retain
15587562,Hawkins,10-05-2016,484,France,Female,29,7,130114.39,1,credit card holder,Inactive Member,164017.89,Retain
15627251,Tsui,27-06-2018,520,France,Male,34,5,134007.9,1,credit card holder,Active Member,193209.11,Retain
15813844,Barnes,01-09-2019,703,France,Male,37,4,105961.68,2,non credit card holder,Active Member,74158.8,Retain
15589496,Arrington,25-11-2017,778,France,Male,34,5,139064.06,2,non credit card holder,Inactive Member,67949.32,Retain
15706232,Niu,05-11-2018,595,France,Male,52,4,0.0,1,credit card holder,Active Member,106340.66,Exit
15765806,Wu,25-12-2019,492,France,Male,29,3,144591.96,1,credit card holder,Active Member,196293.76,Retain
15662571,Maclean,03-05-2017,639,France,Male,35,6,0.0,2,credit card holder,Inactive Member,170483.9,Retain
15785547,Slye,07-09-2018,665,France,Male,28,5,191402.82,2,credit card holder,Inactive Member,83238.4,Retain
15780254,Gartrell,03-01-2018,654,France,Male,40,5,0.0,1,non credit card holder,Inactive Member,183872.88,Exit
15693337,Perry,24-03-2018,683,Spain,Male,41,5,148863.17,1,credit card holder,Active Member,163911.32,Retain
15761706,Y?an,02-05-2019,705,Spain,Female,39,4,144102.32,1,credit card holder,Active Member,11682.36,Retain
15768342,Bolton,23-11-2017,718,France,Male,52,5,79475.3,3,credit card holder,Active Member,32421.32,Exit
15592716,Clarke,16-09-2016,559,France,Male,52,7,0.0,1,credit card holder,Inactive Member,129013.59,Exit
15636872,Amadi,19-05-2018,585,France,Female,32,5,144705.87,2,non credit card holder,Inactive Member,171482.56,Retain
15677087,Green,15-09-2019,662,France,Female,39,4,138106.75,1,non credit card holder,Inactive Member,19596.73,Retain
15686236,Trevisani,09-11-2019,525,Germany,Female,47,3,118087.68,1,credit card holder,Inactive Member,88120.78,Exit
15682728,Mathews,26-04-2018,774,France,Female,32,5,0.0,2,non credit card holder,Inactive Member,114899.13,Retain
15807457,Abernathy,06-08-2016,641,Spain,Female,36,7,0.0,2,credit card holder,Inactive Member,102021.39,Retain
15697691,Sinclair,31-01-2019,512,France,Female,41,4,0.0,1,credit card holder,Active Member,100507.81,Retain
15646942,Meng,03-04-2018,786,Spain,Female,39,5,0.0,2,non credit card holder,Inactive Member,100929.59,Retain
15648479,Stephenson,17-03-2019,655,France,Female,45,4,0.0,2,credit card holder,Inactive Member,166830.71,Retain
15813645,Hamilton,06-12-2019,491,France,Female,36,3,53369.13,1,credit card holder,Active Member,103934.12,Retain
15690440,Stiles,26-09-2017,656,Spain,Male,47,5,0.0,2,credit card holder,Active Member,197961.93,Retain
15784844,K'ung,12-09-2016,752,Spain,Male,48,7,116060.08,1,credit card holder,Inactive Member,156618.38,Exit
15671322,Chiang,14-09-2018,724,Germany,Male,30,5,115315.04,1,credit card holder,Inactive Member,15216.53,Retain
15761141,Palerma,21-06-2019,604,Spain,Female,71,4,0.0,2,credit card holder,Active Member,129984.2,Retain
15617454,Ifeatu,28-02-2019,684,France,Female,25,4,0.0,2,non credit card holder,Active Member,144978.47,Retain
15615126,Cocci,12-04-2018,780,France,Female,37,5,0.0,2,non credit card holder,Inactive Member,182156.81,Exit
15807993,Bruno,06-08-2018,588,Germany,Female,30,5,110148.49,1,credit card holder,Inactive Member,5790.9,Exit
15782736,Jose,25-11-2016,573,Germany,Female,47,6,152522.47,1,non credit card holder,Active Member,164038.07,Exit
15736601,Tai,13-02-2017,716,France,Male,35,6,144428.87,1,credit card holder,Inactive Member,134132.65,Retain
15806307,Favors,26-11-2019,537,France,Male,37,3,0.0,2,credit card holder,Active Member,20603.32,Retain
15695792,Ch'ien,29-11-2019,673,France,Male,65,3,0.0,1,credit card holder,Active Member,85733.33,Retain
15695148,Ibeabuchi,28-12-2018,614,Spain,Female,37,4,0.0,2,credit card holder,Active Member,62023.1,Retain
15734762,Ignatiev,09-07-2019,602,France,Female,56,4,115895.22,3,credit card holder,Inactive Member,4176.17,Exit
15639077,Marchesi,14-09-2019,622,France,Female,30,4,158584.82,3,credit card holder,Inactive Member,142342.55,Exit
15723989,Carroll,03-12-2019,646,France,Male,40,3,93680.43,2,credit card holder,Active Member,179473.26,Retain
15752467,Johnson,16-12-2017,720,Spain,Male,34,5,0.0,2,credit card holder,Active Member,77047.78,Retain
15655410,Hinton,09-09-2019,768,Germany,Male,49,4,133384.66,1,credit card holder,Inactive Member,102397.22,Exit
15805449,Ugochukwu,02-07-2019,594,France,Male,38,4,0.0,2,non credit card holder,Inactive Member,186884.04,Retain
15790763,Trujillo,26-01-2018,599,Spain,Female,49,5,0.0,2,credit card holder,Inactive Member,111190.53,Retain
15567442,Ibezimako,12-08-2017,656,France,Female,75,6,0.0,2,credit card holder,Active Member,1276.87,Retain
15644878,Hill,17-04-2016,685,Spain,Female,43,7,117302.62,1,non credit card holder,Inactive Member,68701.73,Retain
15774696,Cole,24-12-2019,640,Germany,Female,75,3,106307.91,2,non credit card holder,Active Member,113428.77,Retain
15799480,Webb,15-04-2018,600,France,Male,34,5,0.0,2,non credit card holder,Active Member,3756.23,Retain
15800251,Elder,11-05-2019,583,Germany,Female,26,4,72835.56,2,credit card holder,Inactive Member,96792.15,Retain
15680224,Ross,21-06-2019,687,France,Female,26,4,0.0,2,credit card holder,Active Member,32909.13,Retain
15793901,Capon,28-09-2018,639,France,Female,27,4,0.0,2,non credit card holder,Inactive Member,125244.18,Retain
15609176,Cawthorne,26-11-2019,688,France,Female,32,3,0.0,2,non credit card holder,Active Member,177607.77,Retain
15711602,Lowrie,08-07-2016,676,France,Female,36,7,91711.59,1,credit card holder,Active Member,95393.43,Retain
15796343,Bazhenov,22-04-2016,707,France,Female,31,7,82787.93,2,non credit card holder,Inactive Member,91423.69,Retain
15594762,Pisani,19-10-2018,827,Spain,Male,46,4,183276.32,1,credit card holder,Active Member,13460.27,Retain
15746490,Wollstonecraft,12-04-2019,648,Spain,Female,53,4,111201.41,1,credit card holder,Active Member,121542.29,Retain
15738662,Daluchi,02-06-2017,652,Germany,Male,41,6,159434.03,1,credit card holder,Inactive Member,178373.93,Retain
15658211,Morrison,21-11-2019,559,Spain,Female,39,3,0.0,2,credit card holder,Active Member,121151.1,Retain
15680895,Sal,01-01-2017,627,Spain,Female,35,6,0.0,1,credit card holder,Inactive Member,187718.26,Retain
15657771,Ts'ui,22-04-2017,537,France,Male,37,6,0.0,1,credit card holder,Active Member,17802.42,Retain
15756743,Howells,10-06-2019,625,France,Female,37,4,115895.42,1,credit card holder,Inactive Member,48486.25,Retain
15791040,Vasilyeva,08-08-2017,801,Spain,Male,58,6,79954.61,2,credit card holder,Active Member,30484.19,Retain
15589221,Kennedy,04-04-2019,657,Germany,Male,30,4,139762.13,2,credit card holder,Active Member,23317.88,Retain
15594915,Crist,02-10-2018,649,France,Female,36,4,0.0,2,non credit card holder,Active Member,109179.89,Retain
15797736,Smith,01-06-2018,658,France,Male,29,5,80262.6,1,credit card holder,Active Member,20612.82,Retain
15667215,Chandler,25-06-2017,678,France,Male,31,6,0.0,2,credit card holder,Active Member,58803.28,Retain
15723028,Smith,17-01-2018,778,France,Male,33,5,0.0,2,credit card holder,Inactive Member,85439.73,Retain
15627971,Coates,30-06-2018,504,France,Female,32,5,206663.75,1,non credit card holder,Inactive Member,16281.94,Retain
15741693,Barnard,23-04-2016,693,France,Male,40,7,130661.96,1,credit card holder,Active Member,101918.96,Retain
15684801,Abbott,07-09-2018,689,France,Male,47,5,93871.95,3,credit card holder,Inactive Member,156878.42,Exit
15585241,Butcher,11-12-2019,756,Spain,Male,29,3,117412.19,2,credit card holder,Inactive Member,4888.91,Retain
15685109,Teng,08-01-2018,689,France,Male,39,5,0.0,2,non credit card holder,Inactive Member,14917.09,Retain
15616172,Ubanwa,12-12-2017,838,France,Male,31,5,0.0,2,credit card holder,Inactive Member,8222.96,Retain
15671610,Hooper,19-12-2019,740,France,Male,36,3,0.0,1,credit card holder,Active Member,13177.4,Retain
15635277,Coates,13-07-2017,605,Spain,Male,47,6,142643.54,1,credit card holder,Inactive Member,189310.27,Retain
15701081,Jarvis,14-07-2018,785,France,Male,36,5,0.0,1,non credit card holder,Active Member,61811.1,Retain
15681180,Barese,26-09-2019,771,France,Female,23,3,156123.73,1,credit card holder,Inactive Member,72990.62,Retain
15705379,Upjohn,02-12-2018,678,France,Male,38,4,0.0,2,credit card holder,Inactive Member,66561.6,Retain
15575676,Chung,19-11-2017,638,France,Male,24,5,0.0,2,non credit card holder,Active Member,162597.15,Retain
15794472,Brookes,21-10-2018,553,France,Female,27,4,0.0,2,non credit card holder,Inactive Member,159800.16,Retain
15719606,Rivers,03-06-2017,657,France,Male,50,6,0.0,2,non credit card holder,Inactive Member,37171.46,Retain
15693947,Tokareva,26-10-2018,614,France,Female,19,4,97445.49,2,credit card holder,Inactive Member,122823.34,Retain
15813894,Bogle,08-10-2017,620,Spain,Male,21,5,0.0,2,non credit card holder,Inactive Member,154882.79,Retain
15614635,Kepley,28-08-2018,582,France,Male,52,5,151457.88,1,non credit card holder,Active Member,40893.61,Retain
15782210,K'ung,29-07-2018,714,France,Male,46,5,0.0,1,credit card holder,Inactive Member,152167.79,Exit
15628697,Tung,26-09-2017,631,Spain,Male,46,5,160736.63,1,non credit card holder,Active Member,93503.02,Retain
15750731,Trevisani,07-07-2016,736,Germany,Male,50,7,116309.01,1,credit card holder,Inactive Member,185360.4,Exit
15786237,Pickworth,04-09-2016,651,France,Male,28,7,0.0,2,credit card holder,Inactive Member,823.96,Retain
15744614,Feng,11-11-2016,541,France,Male,37,6,118636.92,1,credit card holder,Active Member,73551.44,Retain
15637354,Yobachukwu,08-11-2016,623,France,Female,24,6,148167.83,2,credit card holder,Active Member,109470.34,Retain
15743714,Ch'ien,05-04-2019,468,France,Male,46,4,91443.75,1,credit card holder,Inactive Member,10958.18,Retain
15743893,Alexeyeva,11-03-2019,471,France,Male,42,4,164951.56,1,credit card holder,Inactive Member,190531.77,Retain
15583552,Donaldson,25-07-2019,674,Germany,Male,44,4,88902.21,1,credit card holder,Inactive Member,73731.32,Retain
15761340,Bullen,30-04-2018,521,France,Male,22,5,0.0,2,credit card holder,Active Member,99828.45,Retain
15608408,Lazareva,19-09-2016,598,Spain,Male,39,7,0.0,2,credit card holder,Inactive Member,159130.32,Retain
15661830,Lucciano,06-10-2019,750,Spain,Female,36,3,0.0,2,credit card holder,Active Member,59816.41,Retain
15677387,Folliero,25-01-2019,749,Germany,Female,33,4,76692.22,1,non credit card holder,Active Member,30396.43,Retain
15702788,Gadsdon,21-06-2018,775,France,Male,40,5,126212.64,1,credit card holder,Inactive Member,70196.57,Retain
15779743,Onwuamaeze,23-06-2016,633,France,Female,44,7,0.0,2,credit card holder,Inactive Member,29761.29,Retain
15720814,Warren,13-08-2019,670,Germany,Female,36,4,84266.44,2,non credit card holder,Inactive Member,38614.69,Retain
15764237,Manfrin,24-04-2016,663,Spain,Male,33,7,0.0,2,non credit card holder,Inactive Member,91514.62,Retain
15710138,Sun,06-12-2019,718,Spain,Male,39,3,0.0,2,non credit card holder,Active Member,63889.1,Retain
15796496,Trevisani,19-11-2017,631,France,Female,31,5,137687.72,1,credit card holder,Inactive Member,190067.12,Retain
15719377,Cocci,05-11-2019,804,France,Female,50,3,0.0,1,credit card holder,Active Member,8546.87,Exit
15679810,Chapman,29-09-2018,690,France,Male,39,4,0.0,2,credit card holder,Inactive Member,160532.88,Retain
15642997,Uspenskaya,14-09-2018,655,France,Female,36,5,147149.59,1,credit card holder,Active Member,87816.86,Retain
15646764,Lorenzo,05-10-2016,617,Germany,Female,58,6,119024.75,2,credit card holder,Inactive Member,35199.24,Exit
15709324,Bruce,30-06-2019,417,France,Male,34,4,0.0,2,credit card holder,Inactive Member,55003.79,Retain
15754796,Byrne,11-08-2016,487,Germany,Female,46,7,135070.58,2,credit card holder,Active Member,44244.49,Exit
15690647,Rogers,16-11-2019,582,Spain,Female,46,3,67563.31,1,credit card holder,Inactive Member,44506.09,Exit
15665579,Cartwright,17-12-2018,597,France,Female,28,4,142705.95,1,credit card holder,Inactive Member,127233.39,Retain
15812611,Lorimer,29-04-2018,690,Spain,Female,30,5,0.0,2,non credit card holder,Active Member,78700.03,Retain
15684173,Chang,18-01-2016,687,Spain,Female,44,7,0.0,3,credit card holder,Inactive Member,155853.52,Exit
15732628,Ugoji,04-08-2018,745,France,Male,46,5,122220.19,1,credit card holder,Active Member,118024.1,Retain
15796111,Smith,13-05-2018,708,Germany,Female,54,5,145151.4,1,non credit card holder,Active Member,125311.17,Exit
15744843,K'ung,30-04-2016,569,Spain,Female,34,7,144855.34,1,non credit card holder,Inactive Member,196555.32,Retain
15735784,Gardner,19-11-2018,583,France,Male,38,4,0.0,1,credit card holder,Inactive Member,47848.56,Retain
15756125,Booth,12-04-2019,757,Spain,Male,44,4,140856.16,2,credit card holder,Inactive Member,158735.1,Retain
15785782,Ugonna,26-06-2019,513,Spain,Male,48,4,0.0,1,credit card holder,Active Member,114709.13,Exit
15723706,Abbott,29-03-2019,573,France,Female,33,4,90124.64,1,credit card holder,Inactive Member,137476.71,Retain
15708904,Yermakova,01-08-2019,850,France,Female,37,4,0.0,1,non credit card holder,Inactive Member,100101.06,Retain
15632051,Douglas,31-12-2017,550,Germany,Female,42,5,128707.31,1,credit card holder,Inactive Member,63092.65,Exit
15764927,Rogova,12-05-2018,753,France,Male,92,5,121513.31,1,non credit card holder,Active Member,195563.99,Retain
15648881,Tsai,01-10-2017,581,Germany,Male,40,5,101016.53,1,non credit card holder,Active Member,7926.35,Exit
15660646,Fanucci,22-07-2018,528,France,Male,35,5,156687.1,1,credit card holder,Inactive Member,199320.77,Retain
15704629,Wright,22-08-2019,582,France,Female,32,4,116409.55,1,non credit card holder,Active Member,152790.92,Retain
15733974,Mao,13-06-2019,500,Spain,Male,37,4,125822.21,1,credit card holder,Inactive Member,111698.0,Retain
15588587,Stetson,23-08-2017,752,France,Female,36,6,86837.95,1,credit card holder,Active Member,105280.55,Retain
15810834,Gordon,06-09-2019,525,Spain,Female,57,4,145965.33,1,credit card holder,Active Member,64448.36,Retain
15792722,Omeokachie,13-10-2016,611,France,Female,43,6,64897.75,1,credit card holder,Inactive Member,114996.33,Retain
15567328,Ch'en,07-04-2017,738,Spain,Male,38,6,177997.07,1,non credit card holder,Active Member,19233.41,Retain
15604138,Iheanacho,05-04-2018,749,Spain,Male,34,5,0.0,1,non credit card holder,Inactive Member,174189.04,Exit
15680597,Cover,12-09-2016,784,Germany,Male,38,7,138515.02,1,credit card holder,Active Member,171768.76,Retain
15724848,Oluchukwu,12-10-2017,516,France,Female,46,5,104947.72,1,credit card holder,Inactive Member,115789.25,Exit
15675518,Charlton,03-05-2016,499,Spain,Female,53,7,75225.53,2,non credit card holder,Inactive Member,144849.1,Exit
15602841,Lockett,14-12-2016,794,Spain,Female,28,6,0.0,2,non credit card holder,Active Member,86699.98,Retain
15653065,Nwabugwu,04-06-2018,530,Spain,Female,22,5,0.0,2,credit card holder,Inactive Member,104170.48,Retain
15779620,Sinclair,19-09-2019,575,France,Male,36,4,0.0,1,non credit card holder,Active Member,94570.56,Retain
15615473,Sabbatini,18-11-2018,646,France,Female,33,4,0.0,2,non credit card holder,Inactive Member,198208.0,Retain
15795881,Alexander,15-01-2018,776,Spain,Male,35,5,106365.29,1,credit card holder,Active Member,148527.56,Retain
15628963,Frolova,28-10-2019,601,Germany,Male,43,3,141859.12,2,credit card holder,Active Member,111249.62,Retain
15583736,Shih,05-12-2019,829,Germany,Male,36,3,81795.74,2,credit card holder,Inactive Member,90106.94,Retain
15628303,Thurgood,26-03-2016,738,Spain,Male,35,7,0.0,1,credit card holder,Active Member,15650.73,Retain
15654096,Johnston,06-10-2017,779,Germany,Female,24,5,122200.31,2,credit card holder,Inactive Member,43705.56,Retain
15643966,Goforth,18-01-2019,616,Germany,Male,45,4,143129.41,2,non credit card holder,Active Member,64327.26,Retain
15713483,Greeves,28-05-2018,793,Spain,Male,52,5,0.0,1,credit card holder,Inactive Member,159123.82,Exit
15644005,Holman,14-07-2019,571,France,Female,33,4,0.0,2,non credit card holder,Active Member,77519.62,Retain
15591607,Fernie,13-08-2016,770,France,Male,24,7,101827.07,1,credit card holder,Inactive Member,167256.35,Retain
15781802,Abramov,25-08-2016,755,France,Male,41,7,104817.41,1,credit card holder,Inactive Member,126013.58,Exit
15752578,Yefimova,24-07-2016,626,France,Female,37,7,133968.96,2,credit card holder,Inactive Member,148689.65,Retain
15727605,Shih,27-06-2019,533,Germany,Male,43,4,80442.06,2,non credit card holder,Active Member,12537.42,Retain
15656293,Davey,30-10-2016,786,France,Male,35,6,0.0,2,credit card holder,Inactive Member,92712.97,Retain
15737133,P'eng,31-03-2018,706,Spain,Male,68,5,114386.85,1,credit card holder,Active Member,28601.68,Retain
15688395,Lane,13-12-2019,582,France,Male,29,3,0.0,2,non credit card holder,Inactive Member,156153.27,Retain
15664754,Steele,18-01-2019,640,Germany,Male,39,4,131607.28,4,non credit card holder,Active Member,6981.43,Exit
15571148,Baranov,07-02-2019,645,Spain,Female,21,4,0.0,2,non credit card holder,Inactive Member,28726.07,Retain
15641490,Windsor,23-08-2016,850,Germany,Female,25,7,69385.17,2,credit card holder,Inactive Member,87834.24,Retain
15641773,Browne,02-05-2019,580,Germany,Male,45,4,179334.83,2,credit card holder,Active Member,169303.65,Retain
15755638,Mancini,19-03-2017,673,France,Female,43,6,168069.73,1,credit card holder,Active Member,146992.24,Exit
15624611,Marsden,11-09-2019,497,Spain,Male,37,4,128650.11,2,credit card holder,Active Member,163641.53,Retain
15588904,Balashova,21-04-2018,692,France,Male,33,5,0.0,1,credit card holder,Inactive Member,113505.93,Exit
15590820,Ecuyer,03-05-2016,699,Spain,Male,26,7,79932.41,1,non credit card holder,Inactive Member,150242.44,Retain
15724889,Chinweuba,16-09-2016,665,Spain,Male,38,7,0.0,1,non credit card holder,Active Member,87412.74,Retain
15625175,Palerma,23-12-2019,742,Germany,Female,43,3,97067.69,1,non credit card holder,Active Member,60920.03,Exit
15627439,Pickering,29-08-2016,624,Spain,Female,36,7,0.0,2,non credit card holder,Active Member,186180.42,Retain
15681956,Bailey,25-11-2019,684,France,Male,34,3,0.0,2,credit card holder,Active Member,65257.57,Retain
15759991,Hunter,10-11-2016,748,Spain,Male,36,6,141573.55,1,credit card holder,Inactive Member,82158.14,Retain
15622033,Rapuluchukwu,31-10-2016,847,Germany,Female,41,6,101543.51,4,credit card holder,Inactive Member,16025.17,Exit
15763898,Toscani,07-06-2018,568,Spain,Female,46,5,0.0,2,credit card holder,Active Member,29372.62,Retain
15811742,Jen,28-06-2018,553,Spain,Male,42,5,0.0,2,credit card holder,Inactive Member,7680.23,Retain
15783225,Cocci,24-11-2018,737,France,Male,54,4,0.0,1,credit card holder,Inactive Member,83470.4,Exit
15719541,Flannagan,09-05-2019,675,Spain,Male,31,4,90826.27,2,credit card holder,Inactive Member,60270.87,Retain
15582033,Manfrin,04-01-2019,753,Germany,Male,44,4,138076.47,1,credit card holder,Inactive Member,15523.09,Exit
15593715,Castiglione,22-10-2016,634,Germany,Male,27,6,107027.52,1,credit card holder,Inactive Member,173425.68,Retain
15776433,Greco,21-05-2017,730,Spain,Male,62,6,0.0,2,credit card holder,Active Member,186489.95,Retain
15750547,Bair,22-03-2017,738,France,Male,26,6,0.0,2,credit card holder,Active Member,48644.94,Retain
15750243,Genovese,07-09-2016,830,Spain,Male,40,7,0.0,2,non credit card holder,Active Member,81622.52,Retain
15596379,Wallace,27-05-2017,743,Germany,Male,39,6,119695.75,1,non credit card holder,Active Member,26136.13,Retain
15651075,Ibrahimova,21-07-2018,562,Germany,Male,35,5,142296.13,1,non credit card holder,Active Member,177112.7,Retain
